date,WY_baseline,WY_impacted,PCH_baseline,PCH_impacted,IP_baseline,IP_impacted,PKG_baseline,PKG_impacted,SLVM_baseline,SLVM_impacted,BCC_baseline,BCC_impacted,LPX_baseline,LPX_impacted,UFP_baseline,UFP_impacted,BECN_baseline,BECN_impacted,IBP_baseline,IBP_impacted,BLDR_baseline,BLDR_impacted,MAS_baseline,MAS_impacted,TREX_baseline,TREX_impacted,AZEK_baseline,AZEK_impacted,DOOR_baseline,DOOR_impacted,PGTI_baseline,PGTI_impacted,ROCK_baseline,ROCK_impacted,UFPI_baseline,UFPI_impacted,CLW_baseline,CLW_impacted,PCA_baseline,PCA_impacted
2026-04-28,24.8531,16.2696,42.3743,27.7395,45.8937,30.0433,238.9528,156.4255,45.283,29.6436,76.8973,50.3392,77.5718,50.7808,101.4561,66.4161,101.4561,66.4161,357.4573,234.0019,104.6384,68.4993,75.2631,49.2694,38.4056,25.1414,101.4561,66.4161,101.4561,66.4161,101.4561,66.4161,51.7023,33.8458,109.2479,71.5169,13.7761,9.0183,101.4561,66.4161
2026-04-29,24.8467,16.2906,42.3842,27.7889,45.879,30.0803,238.9793,156.6851,45.2331,29.6568,76.8206,50.3669,77.5169,50.8234,101.4783,66.5336,101.4783,66.5336,357.966,234.698,104.5513,68.5483,75.2648,49.3468,38.3573,25.1487,101.4783,66.5336,101.4783,66.5336,101.4783,66.5336,51.686,33.8876,109.24,71.6225,13.7547,9.0181,101.4783,66.5336
2026-04-30,24.8403,16.3107,42.394,27.8369,45.8644,30.1157,239.0058,156.9369,45.1833,29.6684,76.744,50.392,77.4621,50.8635,101.5005,66.6477,101.5005,66.6477,358.4755,235.3836,104.4642,68.5937,75.2665,49.4218,38.3091,25.1547,101.5005,66.6477,101.5005,66.6477,101.5005,66.6477,51.6697,33.9276,109.2321,71.7244,13.7332,9.0176,101.5005,66.6477
2026-05-01,24.8339,16.3301,42.4038,27.8836,45.8498,30.1495,239.0324,157.1811,45.1335,29.6785,76.6675,50.4145,77.4073,50.9009,101.5228,66.7586,101.5228,66.7586,358.9857,236.0591,104.3773,68.6356,75.2682,49.4943,38.261,25.1594,101.5228,66.7586,101.5228,66.7586,101.5228,66.7586,51.6534,33.9659,109.2242,71.8229,13.7118,9.0165,101.5228,66.7586
2026-05-02,24.8275,16.3486,42.4137,27.929,45.8352,30.182,239.0589,157.4179,45.0838,29.6872,76.5911,50.4345,77.3526,50.9359,101.545,66.8664,101.545,66.8664,359.4966,236.725,104.2904,68.6742,75.2699,49.5645,38.2129,25.1628,101.545,66.8664,101.545,66.8664,101.545,66.8664,51.6371,34.0025,109.2163,71.9179,13.6904,9.015,101.545,66.8664
2026-05-03,24.8211,16.3664,42.4235,27.9731,45.8205,30.213,239.0854,157.6475,45.0341,29.6945,76.5147,50.4521,77.2979,50.9685,101.5673,66.9712,101.5673,66.9712,360.0083,237.3814,104.2036,68.7095,75.2716,49.6324,38.1648,25.165,101.5673,66.9712,101.5673,66.9712,101.5673,66.9712,51.6208,34.0376,109.2085,72.0096,13.6691,9.0131,101.5673,66.9712
2026-05-04,24.8147,16.3835,42.4334,28.016,45.8059,30.2427,239.1119,157.8703,44.9845,29.7004,76.4384,50.4674,77.2432,50.9987,101.5895,67.073,101.5895,67.073,360.5207,238.0287,104.1169,68.7417,75.2733,49.6982,38.1169,25.1661,101.5895,67.073,101.5895,67.073,101.5895,67.073,51.6046,34.0712,109.2006,72.0981,13.6478,9.0108,101.5895,67.073
2026-05-05,24.8083,16.3999,42.4432,28.0578,45.7913,30.2711,239.1384,158.0863,44.9349,29.705,76.3622,50.4805,77.1886,51.0268,101.6118,67.1721,101.6118,67.1721,361.0338,238.6672,104.0302,68.7708,75.2751,49.7618,38.0689,25.1661,101.6118,67.1721,101.6118,67.1721,101.6118,67.1721,51.5883,34.1033,109.1927,72.1836,13.6265,9.008,101.6118,67.1721
2026-05-06,24.8018,16.4156,42.4531,28.0984,45.7767,30.2982,239.165,158.2959,44.8854,29.7083,76.2861,50.4914,77.134,51.0526,101.634,67.2684,101.634,67.2684,361.5477,239.2972,103.9436,68.7971,75.2768,49.8234,38.0211,25.165,101.634,67.2684,101.634,67.2684,101.634,67.2684,51.572,34.1339,109.1848,72.266,13.6053,9.0049,101.634,67.2684
2026-05-07,24.7955,16.4306,42.463,28.1379,45.7621,30.3241,239.1915,158.4992,44.836,29.7104,76.2101,50.5003,77.0794,51.0764,101.6563,67.3621,101.6563,67.3621,362.0622,239.919,103.8571,68.8205,75.2785,49.883,37.9733,25.1628,101.6563,67.3621,101.6563,67.3621,101.6563,67.3621,51.5557,34.1632,109.1769,72.3456,13.5841,9.0014,101.6563,67.3621
2026-05-08,24.7891,16.445,42.4728,28.1763,45.7475,30.3488,239.218,158.6965,44.7866,29.7113,76.1341,50.5071,77.0249,51.0981,101.6785,67.4532,101.6785,67.4532,362.5775,240.5328,103.7707,68.8411,75.2802,49.9407,37.9256,25.1597,101.6785,67.4532,101.6785,67.4532,101.6785,67.4532,51.5395,34.1911,109.169,72.4224,13.5629,8.9976,101.6785,67.4532
2026-05-09,24.7827,16.4587,42.4827,28.2137,45.7329,30.3723,239.2445,158.8879,44.7373,29.7111,76.0582,50.512,76.9704,51.1179,101.7008,67.5419,101.7008,67.5419,363.0936,241.139,103.6843,68.8592,75.2819,49.9965,37.8779,25.1556,101.7008,67.5419,101.7008,67.5419,101.7008,67.5419,51.5232,34.2178,109.1611,72.4965,13.5418,8.9934,101.7008,67.5419
2026-05-10,24.7763,16.4719,42.4925,28.2502,45.7183,30.3948,239.2711,159.0737,44.688,29.7097,75.9823,50.5151,76.916,51.1358,101.7231,67.6282,101.7231,67.6282,363.6104,241.7377,103.598,68.8747,75.2836,50.0505,37.8303,25.1506,101.7231,67.6282,101.7231,67.6282,101.7231,67.6282,51.507,34.2432,109.1532,72.568,13.5207,8.9889,101.7231,67.6282
2026-05-11,24.7699,16.4845,42.5024,28.2856,45.7038,30.4161,239.2976,159.254,44.6387,29.7074,75.9066,50.5163,76.8616,51.1519,101.7454,67.7122,101.7454,67.7122,364.1279,242.3293,103.5118,68.8877,75.2853,50.1029,37.7827,25.1446,101.7454,67.7122,101.7454,67.7122,101.7454,67.7122,51.4907,34.2674,109.1454,72.6369,13.4996,8.9841,101.7454,67.7122
2026-05-12,24.7635,16.4965,42.5123,28.3201,45.6892,30.4365,239.3242,159.429,44.5896,29.7039,75.8309,50.5158,76.8072,51.1662,101.7677,67.7939,101.7677,67.7939,364.6461,242.9139,103.4256,68.8984,75.2871,50.1535,37.7352,25.1378,101.7677,67.7939,101.7677,67.7939,101.7677,67.7939,51.4745,34.2904,109.1375,72.7034,13.4785,8.9789,101.7677,67.7939
2026-05-13,24.7571,16.508,42.5221,28.3537,45.6746,30.4558,239.3507,159.5989,44.5404,29.6995,75.7553,50.5136,76.7529,51.1788,101.79,67.8735,101.79,67.8735,365.1651,243.4919,103.3395,68.9067,75.2888,50.2025,37.6878,25.1302,101.79,67.8735,101.79,67.8735,101.79,67.8735,51.4583,34.3123,109.1296,72.7675,13.4575,8.9735,101.79,67.8735
2026-05-14,24.7507,16.519,42.532,28.3865,45.6601,30.4742,239.3773,159.7638,44.4914,29.6942,75.6798,50.5098,76.6986,51.1898,101.8123,67.951,101.8123,67.951,365.6848,244.0633,103.2535,68.9129,75.2905,50.25,37.6404,25.1218,101.8123,67.951,101.8123,67.951,101.8123,67.951,51.442,34.3332,109.1217,72.8294,13.4366,8.9677,101.8123,67.951
2026-05-15,24.7443,16.5294,42.5419,28.4184,45.6455,30.4916,239.4038,159.924,44.4424,29.6879,75.6043,50.5044,76.6444,51.1992,101.8346,68.0264,101.8346,68.0264,366.2053,244.6285,103.1676,68.9169,75.2922,50.2959,37.5931,25.1125,101.8346,68.0264,101.8346,68.0264,101.8346,68.0264,51.4258,34.3529,109.1138,72.8891,13.4156,8.9618,101.8346,68.0264
2026-05-16,24.7379,16.5394,42.5518,28.4495,45.6309,30.5081,239.4304,160.0795,44.3934,29.6808,75.529,50.4975,76.5902,51.207,101.8569,68.0999,101.8569,68.0999,366.7265,245.1877,103.0817,68.9188,75.2939,50.3404,37.5458,25.1026,101.8569,68.0999,101.8569,68.0999,101.8569,68.0999,51.4096,34.3717,109.1059,72.9466,13.3947,8.9555,101.8569,68.0999
2026-05-17,24.7315,16.5489,42.5617,28.4798,45.6164,30.5238,239.4569,160.2305,44.3445,29.6727,75.4537,50.4892,76.536,51.2134,101.8792,68.1716,101.8792,68.1716,367.2485,245.7411,102.9959,68.9188,75.2956,50.3834,37.4987,25.0919,101.8792,68.1716,101.8792,68.1716,101.8792,68.1716,51.3934,34.3894,109.0981,73.002,13.3738,8.949,101.8792,68.1716
2026-05-18,24.7252,16.5579,42.5715,28.5093,45.6018,30.5386,239.4835,160.3772,44.2957,29.6639,75.3784,50.4794,76.4819,51.2183,101.9015,68.2413,101.9015,68.2413,367.7711,246.2888,102.9102,68.9168,75.2973,50.4251,37.4515,25.0805,101.9015,68.2413,101.9015,68.2413,101.9015,68.2413,51.3772,34.4062,109.0902,73.0555,13.353,8.9422,101.9015,68.2413
2026-05-19,24.7188,16.5665,42.5814,28.5381,45.5873,30.5526,239.5101,160.5197,44.2469,29.6542,75.3033,50.4683,76.4278,51.2219,101.9238,68.3094,101.9238,68.3094,368.2946,246.8311,102.8245,68.913,75.2991,50.4654,37.4044,25.0685,101.9238,68.3094,101.9238,68.3094,101.9238,68.3094,51.361,34.4221,109.0823,73.107,13.3322,8.9352,101.9238,68.3094
2026-05-20,24.7124,16.5747,42.5913,28.5661,45.5728,30.5658,239.5366,160.6581,44.1981,29.6438,75.2282,50.4558,76.3737,51.2241,101.9461,68.3756,101.9461,68.3756,368.8188,247.3681,102.7389,68.9074,75.3008,50.5045,37.3574,25.0558,101.9461,68.3756,101.9461,68.3756,101.9461,68.3756,51.3448,34.4371,109.0744,73.1566,13.3114,8.928,101.9461,68.3756
2026-05-21,24.706,16.5825,42.6012,28.5935,45.5582,30.5783,239.5632,160.7926,44.1494,29.6327,75.1532,50.4421,76.3197,51.2251,101.9685,68.4403,101.9685,68.4403,369.3437,247.9,102.6534,68.9,75.3025,50.5423,37.3105,25.0424,101.9685,68.4403,101.9685,68.4403,101.9685,68.4403,51.3286,34.4513,109.0665,73.2045,13.2906,8.9205,101.9685,68.4403
2026-05-22,24.6997,16.5898,42.6111,28.6202,45.5437,30.59,239.5898,160.9233,44.1008,29.6208,75.0783,50.4272,76.2657,51.2248,101.9908,68.5033,101.9908,68.5033,369.8694,248.4271,102.568,68.891,75.3042,50.579,37.2636,25.0285,101.9908,68.5033,101.9908,68.5033,101.9908,68.5033,51.3124,34.4646,109.0587,73.2505,13.2699,8.9129,101.9908,68.5033
