date,ZIM_baseline,ZIM_impacted,MATX_baseline,MATX_impacted,KEX_baseline,KEX_impacted,STNG_baseline,STNG_impacted,FRO_baseline,FRO_impacted,INSW_baseline,INSW_impacted,TEN_baseline,TEN_impacted,DHT_baseline,DHT_impacted,NAT_baseline,NAT_impacted,ESEA_baseline,ESEA_impacted,GSL_baseline,GSL_impacted,DAC_baseline,DAC_impacted,CMRE_baseline,CMRE_impacted,SFL_baseline,SFL_impacted,GOGL_baseline,GOGL_impacted,TRMD_baseline,TRMD_impacted,TNP_baseline,TNP_impacted,SBLK_baseline,SBLK_impacted,GNK_baseline,GNK_impacted,HAFNI_baseline,HAFNI_impacted
2026-04-28,32.9702,21.5785,172.7648,113.0721,135.5874,88.74,74.9165,49.0317,38.6836,25.3178,74.0509,48.4652,33.576,21.975,18.8676,12.3486,5.4072,3.539,69.8577,45.7208,44.9337,29.4085,116.3127,76.125,18.1396,11.8721,10.7997,7.0682,101.4561,66.4015,28.828,18.8675,101.4561,66.4015,27.5407,18.025,26.2228,17.1624,101.4561,66.4015
2026-04-29,33.0297,21.651,172.8419,113.2979,135.659,88.9245,74.9669,49.1408,38.747,25.3986,74.1554,48.6088,33.6142,22.0341,18.8899,12.3824,5.4148,3.5494,70.0034,45.8873,45.0086,29.5031,116.4114,76.3076,18.1544,11.9002,10.8006,7.0798,101.4783,66.519,28.8491,18.9106,101.4783,66.519,27.5771,18.0768,26.2587,17.2125,101.4783,66.519
2026-04-30,33.0893,21.7225,172.9191,113.5181,135.7307,89.1047,75.0174,49.2475,38.8105,25.4784,74.26,48.7503,33.6524,22.0922,18.9123,12.4156,5.4224,3.5597,70.1495,46.0518,45.0835,29.5965,116.5101,76.4867,18.1692,11.9277,10.8015,7.091,101.5005,66.6332,28.8702,18.9527,101.5005,66.6332,27.6136,18.1278,26.2946,17.2619,101.5005,66.6332
2026-05-01,33.1491,21.7932,172.9963,113.733,135.8025,89.2807,75.068,49.3519,38.8741,25.557,74.3648,48.8897,33.6907,22.1493,18.9347,12.4482,5.43,3.5698,70.2958,46.2146,45.1586,29.6886,116.609,76.6623,18.184,11.9547,10.8024,7.1018,101.5228,66.7441,28.8913,18.994,101.5228,66.7441,27.6501,18.178,26.3306,17.3105,101.5228,66.7441
2026-05-02,33.2089,21.863,173.0735,113.9426,135.8743,89.4526,75.1185,49.4541,38.9378,25.6346,74.4697,49.027,33.729,22.2054,18.9571,12.4804,5.4376,3.5798,70.4425,46.3757,45.2338,29.7796,116.708,76.8345,18.1988,11.9812,10.8033,7.1123,101.545,66.852,28.9124,19.0344,101.545,66.852,27.6867,18.2275,26.3666,17.3584,101.545,66.852
2026-05-03,33.2689,21.932,173.1508,114.1472,135.9461,89.6206,75.1691,49.5542,39.0017,25.7113,74.5748,49.1624,33.7673,22.2606,18.9796,12.512,5.4452,3.5897,70.5895,46.5351,45.3092,29.8694,116.807,77.0034,18.2137,12.0071,10.8042,7.1225,101.5673,66.9568,28.9336,19.074,101.5673,66.9568,27.7233,18.2762,26.4027,17.4056,101.5673,66.9568
2026-05-04,33.3289,22.0002,173.2281,114.3469,136.0179,89.7847,75.2197,49.6522,39.0656,25.787,74.6801,49.2959,33.8057,22.315,19.002,12.5431,5.4528,3.5994,70.7367,46.693,45.3846,29.9581,116.9061,77.1691,18.2285,12.0325,10.8051,7.1324,101.5895,67.0587,28.9547,19.1129,101.5895,67.0587,27.76,18.3242,26.4388,17.4521,101.5895,67.0587
2026-05-05,33.3891,22.0677,173.3054,114.5419,136.0898,89.9452,75.2704,49.7481,39.1296,25.8618,74.7854,49.4276,33.8441,22.3684,19.0245,12.5738,5.4605,3.609,70.8843,46.8492,45.4602,30.0458,117.0053,77.3318,18.2434,12.0575,10.806,7.142,101.6118,67.1578,28.9759,19.1509,101.6118,67.1578,27.7967,18.3715,26.475,17.498,101.6118,67.1578
2026-05-06,33.4494,22.1344,173.3828,114.7323,136.1618,90.1021,75.3211,49.8421,39.1938,25.9356,74.891,49.5575,33.8826,22.4211,19.0471,12.604,5.4681,3.6184,71.0322,47.004,45.5359,30.1324,117.1046,77.4915,18.2582,12.082,10.8069,7.1512,101.634,67.2541,28.9971,19.1882,101.634,67.2541,27.8334,18.4182,26.5112,17.5432,101.634,67.2541
2026-05-07,33.5098,22.2004,173.4602,114.9183,136.2337,90.2556,75.3718,49.9343,39.258,26.0087,74.9967,49.6857,33.9211,22.4729,19.0696,12.6337,5.4758,3.6277,71.1804,47.1574,45.6118,30.218,117.204,77.6483,18.2731,12.106,10.8078,7.1602,101.6563,67.3479,29.0183,19.2248,101.6563,67.3479,27.8702,18.4642,26.5475,17.5878,101.6563,67.3479
2026-05-08,33.5703,22.2657,173.5376,115.1,136.3058,90.4058,75.4226,50.0246,39.3224,26.0808,75.1025,49.8123,33.9597,22.524,19.0922,12.663,5.4835,3.6369,71.3289,47.3094,45.6877,30.3027,117.3035,77.8024,18.288,12.1297,10.8087,7.169,101.6785,67.439,29.0395,19.2607,101.6785,67.439,27.9071,18.5096,26.5838,17.6319,101.6785,67.439
2026-05-09,33.6309,22.3304,173.6151,115.2776,136.3778,90.5527,75.4734,50.1131,39.3868,26.1522,75.2085,49.9372,33.9983,22.5743,19.1148,12.6919,5.4911,3.646,71.4777,47.4601,45.7638,30.3864,117.403,77.9537,18.3029,12.1528,10.8096,7.1774,101.7008,67.5277,29.0608,19.2959,101.7008,67.5277,27.944,18.5544,26.6202,17.6754,101.7008,67.5277
2026-05-10,33.6916,22.3943,173.6926,115.4512,136.4499,90.6965,75.5243,50.2,39.4514,26.2228,75.3146,50.0606,34.037,22.6239,19.1375,12.7204,5.4988,3.655,71.6269,47.6095,45.84,30.4693,117.5026,78.1025,18.3178,12.1756,10.8106,7.1856,101.7231,67.614,29.082,19.3304,101.7231,67.614,27.981,18.5986,26.6566,17.7183,101.7231,67.614
2026-05-11,33.7524,22.4577,173.7701,115.6209,136.522,90.8373,75.5751,50.2852,39.5161,26.2927,75.4209,50.1826,34.0757,22.6728,19.1601,12.7485,5.5065,3.6639,71.7763,47.7576,45.9164,30.5513,117.6023,78.2487,18.3328,12.198,10.8115,7.1936,101.7454,67.698,29.1033,19.3644,101.7454,67.698,28.018,18.6422,26.6931,17.7607,101.7454,67.698
2026-05-12,33.8133,22.5205,173.8477,115.7869,136.5942,90.9751,75.626,50.3688,39.5808,26.3618,75.5273,50.3031,34.1144,22.721,19.1828,12.7762,5.5142,3.6726,71.9261,47.9045,45.9929,30.6324,117.7021,78.3925,18.3477,12.22,10.8124,7.2013,101.7677,67.7798,29.1246,19.3977,101.7677,67.7798,28.055,18.6854,26.7296,17.8026,101.7677,67.7798
2026-05-13,33.8744,22.5827,173.9253,115.9492,136.6664,91.1101,75.677,50.4509,39.6457,26.4302,75.6339,50.4222,34.1532,22.7686,19.2055,12.8036,5.522,3.6813,72.0761,48.0503,46.0695,30.7127,117.802,78.534,18.3627,12.2417,10.8133,7.2088,101.79,67.8594,29.1459,19.4304,101.79,67.8594,28.0921,18.7279,26.7661,17.8439,101.79,67.8594
2026-05-14,33.9355,22.6444,174.0029,116.108,136.7386,91.2424,75.7279,50.5315,39.7107,26.498,75.7406,50.5399,34.192,22.8155,19.2283,12.8306,5.5297,3.6898,72.2265,48.195,46.1462,30.7923,117.902,78.6732,18.3776,12.263,10.8142,7.216,101.8123,67.9369,29.1672,19.4626,101.8123,67.9369,28.1293,18.77,26.8028,17.8849,101.8123,67.9369
2026-05-15,33.9968,22.7055,174.0806,116.2634,136.8109,91.3721,75.779,50.6106,39.7758,26.5651,75.8475,50.6564,34.2309,22.8618,19.251,12.8572,5.5375,3.6983,72.3772,48.3386,46.223,30.871,118.002,78.8102,18.3926,12.2839,10.8151,7.2231,101.8346,68.0124,29.1885,19.4942,101.8346,68.0124,28.1665,18.8116,26.8394,17.9253,101.8346,68.0124
2026-05-16,34.0582,22.7661,174.1583,116.4156,136.8832,91.4992,75.83,50.6883,39.841,26.6316,75.9545,50.7716,34.2698,22.9076,19.2738,12.8835,5.5452,3.7067,72.5282,48.4812,46.3,30.9491,118.1022,78.945,18.4076,12.3045,10.816,7.2299,101.8569,68.0859,29.2099,19.5252,101.8569,68.0859,28.2038,18.8527,26.8762,17.9653,101.8569,68.0859
2026-05-17,34.1196,22.8262,174.2361,116.5646,136.9556,91.6238,75.8811,50.7647,39.9063,26.6975,76.0617,50.8856,34.3088,22.9527,19.2966,12.9095,5.553,3.715,72.6795,48.6229,46.3771,31.0265,118.2024,79.0778,18.4226,12.3248,10.8169,7.2365,101.8792,68.1575,29.2312,19.5558,101.8792,68.1575,28.2411,18.8934,26.9129,18.0049,101.8792,68.1575
2026-05-18,34.1812,22.8858,174.3138,116.7105,137.028,91.746,75.9322,50.8398,39.9717,26.7627,76.169,50.9984,34.3478,22.9973,19.3195,12.9352,5.5608,3.7232,72.8311,48.7635,46.4544,31.1032,118.3027,79.2086,18.4376,12.3448,10.8178,7.243,101.9015,68.2274,29.2526,19.5858,101.9015,68.2274,28.2784,18.9336,26.9498,18.044,101.9015,68.2274
2026-05-19,34.2429,22.9449,174.3916,116.8534,137.1004,91.8659,75.9833,50.9136,40.0372,26.8275,76.2765,51.1101,34.3869,23.0414,19.3424,12.9606,5.5686,3.7313,72.9831,48.9033,46.5317,31.1792,118.4031,79.3375,18.4526,12.3644,10.8187,7.2492,101.9238,68.2954,29.274,19.6154,101.9238,68.2954,28.3158,18.9734,26.9866,18.0827,101.9238,68.2954
2026-05-20,34.3048,23.0036,174.4695,116.9935,137.1729,91.9836,76.0345,50.9862,40.1029,26.8916,76.3842,51.2207,34.4259,23.0849,19.3653,12.9857,5.5764,3.7393,73.1354,49.0421,46.6092,31.2546,118.5036,79.4646,18.4677,12.3838,10.8196,7.2553,101.9461,68.3617,29.2954,19.6445,101.9461,68.3617,28.3533,19.0128,27.0236,18.1211,101.9461,68.3617
2026-05-21,34.3667,23.0619,174.5474,117.1307,137.2454,92.0991,76.0857,51.0576,40.1686,26.9553,76.492,51.3302,34.4651,23.1279,19.3882,13.0105,5.5842,3.7473,73.2879,49.1802,46.6869,31.3294,118.6041,79.5898,18.4827,12.4029,10.8205,7.2612,101.9685,68.4264,29.3168,19.6732,101.9685,68.4264,28.3908,19.0517,27.0605,18.1591,101.9685,68.4264
2026-05-22,34.4287,23.1198,174.6253,117.2653,137.3179,92.2125,76.137,51.1279,40.2344,27.0184,76.5999,51.4388,34.5043,23.1705,19.4112,13.0351,5.592,3.7552,73.4408,49.3174,46.7646,31.4036,118.7048,79.7133,18.4978,12.4217,10.8214,7.2669,101.9908,68.4894,29.3383,19.7014,101.9908,68.4894,28.4283,19.0903,27.0976,18.1967,101.9908,68.4894
