"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2025","2025-Q1","2025-M01","2025-M02","2025-M03","2025-Q2","2025-M04","2025-M05","2025-M06","2025-Q3","2025-M07","2025-M08","2025-M09","2025-Q4","2025-M10","2025-M11","2025-M12","2026-M01"
"IMF.STA:ER(4.0.1)","JPN.XDR_XDC.PA_RT.M","OBS_VALUE","Japan","SDR per domestic currency","Period average","Monthly","Units","","","0.004911982187230839","0.005031264293533575","0.005046635545100897","","0.005137173528443721","0.005101167400636779","0.005072988955940277","","0.004976933297510447","0.004957433125629978","0.00492856980932091","","0.0048451903118014","0.004752964553285599","0.004694217116470509","0.004658490930387782"
"IMF.STA:ER(4.0.1)","ISR.XDR_XDC.PA_RT.M","OBS_VALUE","Israel","SDR per domestic currency","Period average","Monthly","Units","","","0.2125072207291795","0.2143002740393736","0.2059675131844344","","0.2006063037547901","0.2074414807180962","0.2104272206389538","","0.217966803097662","0.2155785590862877","0.2181415561802034","","0.2234254034545976","0.2263519417411787","0.2276028300507603","0.2320657994521628"
"IMF.STA:ER(4.0.1)","JPN.USD_XDC.EOP_RT.M","OBS_VALUE","Japan","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.006479621590099138","0.00668359844940516","0.00668985817500669","","0.007016559079427449","0.006950236308034473","0.00690894016857814","","0.006696578048617157","0.006809669731018046","0.006719075455217362","","0.006494349915573451","0.006395906619763351","0.006397952655150352","0.006510416666666667"
"IMF.STA:ER(4.0.1)","JPN.XDC_USD.PA_RT.M","OBS_VALUE","Japan","Domestic currency per US Dollar","Period average","Monthly","Units","","","156.4088235294118","151.9658823529412","149.175","","144.3871428571429","144.8789473684211","144.458","","146.8109523809524","147.6695","147.9721052631579","","151.2777272727273","155.004375","155.8866666666667","156.6627777777778"
"IMF.STA:ER(4.0.1)","ISR.USD_XDC.EOP_RT.M","OBS_VALUE","Israel","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.2795638803466592","0.2785515320334262","0.2689618074233459","","0.2749518834204014","0.2842524161455372","0.2965599051008304","","0.295159386068477","0.3001200480192077","0.3024803387779794","","0.3083564600678384","0.3064664419246093","0.3134796238244514","0.3231017770597738"
"IMF.STA:ER(4.0.1)","JPN.XDC_XDR.EOP_RT.M","OBS_VALUE","Japan","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","201.2193372917465","195.8530774668167","198.613373583943","","193.2734021244886","195.2032213687018","198.8733168452871","","202.3288205773004","200.9851488603999","204.0419024168883","","209.1656331546139","212.4118630021601","214.0532900935644","212.2552535248053"
"IMF.STA:ER(4.0.1)","JPN.XDR_XDC.EOP_RT.M","OBS_VALUE","Japan","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.004969701289444697","0.005105868199438579","0.005034907679957184","","0.005174017681728879","0.005122866277453434","0.005028326654691172","","0.004942449608250183","0.004975491998638064","0.004900954108714638","","0.004780900116898297","0.004707834985609211","0.004671733845169546","0.004711308593749999"
"IMF.STA:ER(4.0.1)","ISR.XDC_USD.EOP_RT.M","OBS_VALUE","Israel","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","3.577","3.59","3.718","","3.637","3.518","3.372","","3.388","3.332","3.306","","3.243","3.263","3.19","3.095"
"IMF.STA:ER(4.0.1)","GBR.XDC_XDR.PA_RT.M","OBS_VALUE","United Kingdom","Domestic currency per SDR","Period average","Monthly","Units","","","1.053679782421957","1.044039482058883","1.028951707846189","","1.026536044497289","1.012864133469516","1.006328100410194","","1.013556572414228","1.016151717538434","1.015377690461569","","1.021804579889594","1.034867007997696","1.021501441722937","1.013032907856281"
"IMF.STA:ER(4.0.1)","ISR.XDR_XDC.EOP_RT.M","OBS_VALUE","Israel","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.2144182275649987","0.2127966573816156","0.2024254975793437","","0.2027497937860874","0.2095162023877203","0.2158362989323844","","0.2178441558441558","0.2192830132052821","0.2206318814277071","","0.2270006167129201","0.2255807539074471","0.2289003134796238","0.2338148626817447"
"IMF.STA:ER(4.0.1)","GBR.XDC_USD.PA_RT.M","OBS_VALUE","United Kingdom","Domestic currency per US Dollar","Period average","Monthly","Units","","","0.8095183163638056","0.7982522477102765","0.7746276254343449","","0.7614247017594621","0.7485590238790329","0.7374712847118515","","0.7405736752988386","0.7438857242750369","0.7405056595789699","","0.7489514679448772","0.7624178812407078","0.7474998798660908","0.7393237036420934"
"IMF.STA:ER(4.0.1)","GBR.USD_XDC.EOP_RT.M","OBS_VALUE","United Kingdom","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","1.24105","1.25955","1.29395","","1.3357","1.3472","1.37025","","1.32275","1.34625","1.34375","","1.3129","1.317","1.34555","1.37795"
"IMF.STA:ER(4.0.1)","ISR.XDC_XDR.PA_RT.M","OBS_VALUE","Israel","Domestic currency per SDR","Period average","Monthly","Units","","","4.705722452953287","4.666349609129613","4.855134601273484","","4.984888217781749","4.820636627439792","4.752236887240825","","4.587854598903948","4.638680229789173","4.584179271068899","","4.475766786310003","4.417898924602318","4.393618479071541","4.309122681414916"
"IMF.STA:ER(4.0.1)","GBR.XDC_USD.EOP_RT.M","OBS_VALUE","United Kingdom","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","0.8057693082470489","0.7939343416299472","0.7728273890026663","","0.7486711087819121","0.7422802850356295","0.7297938332421091","","0.756000756000756","0.7428040854224698","0.7441860465116279","","0.7616726331022926","0.7593014426727411","0.7431905168890045","0.72571573714576"
"IMF.STA:ER(4.0.1)","GBR.XDR_XDC.EOP_RT.M","OBS_VALUE","United Kingdom","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.9518530827000006","0.9622206269999999","0.9738500610999994","","0.9849465157","0.9929914815999998","0.9972679500000006","","0.9762635739999996","0.9836389087499998","0.9801433437499993","","0.9665084026999996","0.96940419","0.9825098455999999","0.9971631631500004"
"IMF.STA:ER(4.0.1)","GBR.XDR_XDC.PA_RT.M","OBS_VALUE","United Kingdom","SDR per domestic currency","Period average","Monthly","Units","","","0.9490549374511389","0.9578181833008503","0.9718629089923073","","0.9741499145212343","0.9872992506650911","0.9937116926302519","","0.9866247501292038","0.9841050137891214","0.9848552015609299","","0.9786607142708736","0.9663077402910369","0.9789511391323431","0.9871347635844718"
"IMF.STA:ER(4.0.1)","GBR.XDC_XDR.EOP_RT.M","OBS_VALUE","United Kingdom","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","1.050582299070175","1.039262692920841","1.026852120202635","","1.015283555056085","1.00705798441363","1.002739534545354","","1.024313542604838","1.016633229027908","1.020258930876406","","1.034652153262651","1.031561458384041","1.017801505479387","1.002844907388113"
"IMF.STA:ER(4.0.1)","GBR.USD_XDC.PA_RT.M","OBS_VALUE","United Kingdom","US Dollar per domestic currency","Period average","Monthly","Units","","","1.2353025","1.252736842105263","1.290942857142857","","1.3133275","1.3359","1.355985","","1.350304545454545","1.3442925","1.350428571428571","","1.3352","1.311616666666667","1.337792857142857","1.3525875"
"IMF.STA:ER(4.0.1)","ROU.USD_XDC.EOP_RT.M","OBS_VALUE","Romania","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.2085114368523113","0.2090126243625115","0.2173676774263667","","0.2283782857925868","0.2237186514239692","0.2307923100002308","","0.2252962645879331","0.2301866813986143","0.2312299119014036","","0.2275468177577537","0.2270869288763739","0.2303245272589078","0.2339619110008891"
"IMF.STA:ER(4.0.1)","ROU.XDR_XDC.PA_RT.M","OBS_VALUE","Romania","SDR per domestic currency","Period average","Monthly","Units","","","0.1597515917620815","0.159954083204535","0.1635027055513044","","0.1670288705038138","0.1645152290261918","0.1673251224050096","","0.1683373614431477","0.1680505190177714","0.1686962713380805","","0.1677083579849337","0.1673474241275642","0.1683265150544475","0.1682680368456918"
"IMF.STA:ER(4.0.1)","ROU.USD_XDC.PA_RT.M","OBS_VALUE","Romania","US Dollar per domestic currency","Period average","Monthly","Units","","","0.2079347916493388","0.2092050209205021","0.2171835635479107","","0.2251846514141596","0.222603120895755","0.2283261410598899","","0.2303882041239489","0.2295578715394151","0.2313154911984456","","0.2288067726804713","0.227148827912048","0.2300278333678375","0.2305634971871253"
"IMF.STA:ER(4.0.1)","ROU.XDC_XDR.PA_RT.M","OBS_VALUE","Romania","Domestic currency per SDR","Period average","Monthly","Units","","","6.259718535320153","6.251794139705015","6.116106743482704","","5.986988937802621","6.078464625550222","5.97638887470529","","5.940451908162576","5.950591559281346","5.927813294675149","","5.962732042787255","5.975592425239414","5.940834690699421","5.942899309611833"
"IMF.STA:ER(4.0.1)","ROU.XDC_USD.EOP_RT.M","OBS_VALUE","Romania","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","4.7959","4.7844","4.6005","","4.3787","4.4699","4.3329","","4.4386","4.3443","4.3247","","4.3947","4.4036","4.3417","4.2742"
"IMF.STA:ER(4.0.1)","ROU.XDC_USD.PA_RT.M","OBS_VALUE","Romania","Domestic currency per US Dollar","Period average","Monthly","Units","","","4.8092","4.78","4.6044","","4.4408","4.4923","4.3797","","4.3405","4.3562","4.3231","","4.3705","4.4024","4.3473","4.3372"
"IMF.STA:ER(4.0.1)","ROU.XDC_XDR.EOP_RT.M","OBS_VALUE","Romania","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","6.253015095687727","6.262795507500588","6.112662731956983","","5.938017442341414","6.064351398359468","5.953421269579554","","6.013906803819765","5.945793545755772","5.929046666547851","","5.969737680377851","5.982583178230331","5.945970374915091","5.906389352966945"
"IMF.STA:ER(4.0.1)","ROU.XDR_XDC.EOP_RT.M","OBS_VALUE","Romania","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.1599228507683647","0.1596731042554971","0.1635948266492772","","0.1684063763217393","0.1648980961542764","0.167970643218168","","0.1662812598567116","0.1681861289505789","0.1686611788100908","","0.1675115480010012","0.1671518757380325","0.1681811272082364","0.1693081746291704"
"IMF.STA:ER(4.0.1)","MYS.XDC_USD.EOP_RT.M","OBS_VALUE","Malaysia","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","4.42","4.4655","4.433","","4.3175","4.239","4.217","","4.254","4.218","4.215","","4.192","4.129","4.057","3.941"
"IMF.STA:ER(4.0.1)","MYS.XDR_XDC.EOP_RT.M","OBS_VALUE","Malaysia","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.1735235294117648","0.1710760273205688","0.1697762237762237","","0.1707935147654893","0.1738801604151923","0.1725871472610861","","0.1734969440526563","0.1732221431958274","0.1730507710557532","","0.1756114026717557","0.1782683458464519","0.1799832388464383","0.1836226845978178"
"IMF.STA:ER(4.0.1)","MYS.XDC_XDR.EOP_RT.M","OBS_VALUE","Malaysia","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","5.762907217193801","5.845354347200041","5.89010626905017","","5.855023250578723","5.751087401876056","5.794174223687826","","5.763790281496255","5.772933999953467","5.778650935209192","","5.694391051981695","5.609520833616368","5.55607292328593","5.445950222273812"
"IMF.STA:ER(4.0.1)","MYS.USD_XDC.EOP_RT.M","OBS_VALUE","Malaysia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.2262443438914027","0.2239390885679095","0.2255808707421611","","0.2316155182397221","0.2359046945034206","0.2371354043158644","","0.2350728725905031","0.2370791844476055","0.2372479240806643","","0.2385496183206107","0.2421893921046258","0.2464875523786049","0.2537427048972342"
"IMF.STA:ER(4.0.1)","CHE.XDC_USD.EOP_RT.M","OBS_VALUE","Switzerland","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","0.91075","0.9019","0.8807","","0.8256","0.824","0.7977","","0.8129","0.8007","0.7961","","0.8017","0.80635","0.7933","0.7673"
"IMF.STA:ER(4.0.1)","CHE.XDC_XDR.EOP_RT.M","OBS_VALUE","Switzerland","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","1.187458766529243","1.180590098698851","1.17018195153451","","1.119607920249634","1.117927817680083","1.096042868920033","","1.101406939310838","1.095872037402262","1.091431556232512","","1.089025120795259","1.095480049451818","1.086426583693056","1.060308958525932"
"IMF.STA:ER(4.0.1)","CHE.XDR_XDC.EOP_RT.M","OBS_VALUE","Switzerland","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.8421345045292345","0.847034039250471","0.854567957306688","","0.8931698158914725","0.8945121359223299","0.9123730725836781","","0.9079296346414075","0.9125152991132757","0.9162278608215044","","0.9182524635150303","0.9128418180690771","0.9204487583511913","0.9431213345497193"
"IMF.STA:ER(4.0.1)","CHE.USD_XDC.EOP_RT.M","OBS_VALUE","Switzerland","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","1.09799615701345","1.108770373655616","1.135460429204042","","1.211240310077519","1.213592233009709","1.253604111821487","","1.230163611760364","1.24890720619458","1.256123602562492","","1.247349382562056","1.240156259688721","1.26055716626749","1.303271210738955"
"IMF.STA:ER(4.0.1)","CHE.XDC_USD.PA_RT.M","OBS_VALUE","Switzerland","Domestic currency per US Dollar","Period average","Monthly","Units","","","0.90933","0.90396","0.88351","","0.83684","0.82921","0.81376","","0.79786","0.80649","0.79661","","0.79772","0.80389","0.79709","0.7894763157894737"
"IMF.STA:ER(4.0.1)","GEO.XDC_USD.PA_RT.M","OBS_VALUE","Georgia","Domestic currency per US Dollar","Period average","Monthly","Units","","","2.8439","2.8185","2.7791","","2.7543","2.7424","2.7288","","2.7141","2.7015","2.7067","","2.716","2.7076","2.6988","2.6955"
"IMF.STA:ER(4.0.1)","GEO.XDR_XDC.EOP_RT.M","OBS_VALUE","Georgia","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.2666715343694587","0.2711699559846657","0.2719683445958154","","0.2679898967873237","0.2696561059486354","0.2672198560728448","","0.2726774300809103","0.2711537890596006","0.2692738481984642","","0.2712564943439331","0.2723260202005253","0.270933175021335","0.2689374907090828"
"IMF.STA:ER(4.0.1)","GEO.XDC_XDR.PA_RT.M","OBS_VALUE","Georgia","Domestic currency per SDR","Period average","Monthly","Units","","","3.701657976918611","3.68633510099552","3.691528158025537","","3.713286712166673","3.710700841241442","3.723627180239696","","3.714544528036873","3.690262866121518","3.711413625568973","","3.70547539828628","3.675157652775358","3.688064928406045","3.693416279871506"
"IMF.STA:ER(4.0.1)","GEO.XDC_USD.EOP_RT.M","OBS_VALUE","Georgia","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","2.8761","2.8172","2.7673","","2.7516","2.7334","2.7236","","2.7067","2.6946","2.7088","","2.7139","2.7029","2.6951","2.6908"
"IMF.STA:ER(4.0.1)","CHL.USD_XDC.PA_RT.M","OBS_VALUE","Chile","US Dollar per domestic currency","Period average","Monthly","Units","","","0.001000153523565867","0.001044365756675971","0.001072326371211816","","0.001039547351381855","0.001062673103855602","0.001066374517465531","","0.001049673026852136","0.00103487154915614","0.001041548464620517","","0.001048268260833104","0.001068000797440595","0.001091791598819617","0.001131460426888704"
"IMF.STA:ER(4.0.1)","CHE.USD_XDC.PA_RT.M","OBS_VALUE","Switzerland","US Dollar per domestic currency","Period average","Monthly","Units","","","1.099710776065895","1.106243639099075","1.131849101877738","","1.19497155967688","1.205967125336163","1.228863546991742","","1.253352718522046","1.239940978809409","1.255319416025408","","1.253572682144111","1.243951286867606","1.254563474638999","1.266662444458518"
"IMF.STA:ER(4.0.1)","CHL.XDC_USD.PA_RT.M","OBS_VALUE","Chile","Domestic currency per US Dollar","Period average","Monthly","Units","","","999.8465","957.5189473684211","932.5519047619048","","961.9571428571429","941.0231578947368","937.7568421052632","","952.677619047619","966.3035","960.1089473684211","","953.9542857142857","936.3288888888889","915.9257142857143","883.8135"
"IMF.STA:ER(4.0.1)","GEO.USD_XDC.EOP_RT.M","OBS_VALUE","Georgia","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.3476930565696603","0.3549623739883572","0.3613630614678568","","0.3634249164122692","0.3658447354942562","0.3671611102951975","","0.3694535781579045","0.3711125955614934","0.3691671588895452","","0.3684734146431335","0.3699729919715861","0.3710437460576602","0.3716366879738368"
"IMF.STA:ER(4.0.1)","GEO.USD_XDC.PA_RT.M","OBS_VALUE","Georgia","US Dollar per domestic currency","Period average","Monthly","Units","","","0.3516298041421991","0.3547986517651233","0.3598287215285524","","0.3630686562829031","0.3646441073512252","0.3664614482556435","","0.3684462621126709","0.3701647233018693","0.3694535781579045","","0.3681885125184094","0.3693307726399764","0.3705350526159775","0.3709886848451122"
"IMF.STA:ER(4.0.1)","GEO.XDR_XDC.PA_RT.M","OBS_VALUE","Georgia","SDR per domestic currency","Period average","Monthly","Units","","","0.2701492159014742","0.2712721368521118","0.270890524788754","","0.2693032015878214","0.2694908705347","0.2685553498230799","","0.2692120103695452","0.27098340586534","0.2694391142799926","","0.269870905218392","0.2720971709185953","0.2711449010286792","0.2707520420727636"
"IMF.STA:ER(4.0.1)","GEO.XDC_XDR.EOP_RT.M","OBS_VALUE","Georgia","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","3.74993154917898","3.687724166819383","3.676898506280743","","3.731483955134317","3.708427059280022","3.742236878263259","","3.667336895845302","3.687944038946091","3.713691495443572","","3.686547680337099","3.672069232545818","3.690947038587111","3.718336173076472"
"IMF.STA:ER(4.0.1)","CHL.XDC_USD.EOP_RT.M","OBS_VALUE","Chile","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","988.1","951.21","946.1","","945.42","937.37","935.74","","978.07","967.48","961.24","","940.57","937.15","911.18","858.45"
"IMF.STA:ER(4.0.1)","CHE.XDC_XDR.PA_RT.M","OBS_VALUE","Switzerland","Domestic currency per SDR","Period average","Monthly","Units","","","1.183595994286508","1.182295362035093","1.173582110358441","","1.128209291729136","1.121991775293836","1.110429072922843","","1.091959211944843","1.101669479510769","1.092307683993239","","1.088340145331712","1.091159139270787","1.089269184001473","1.081752801821488"
"IMF.STA:ER(4.0.1)","LIE.XDC_USD.PA_RT.M","OBS_VALUE","Liechtenstein, Principality of","Domestic currency per US Dollar","Period average","Monthly","Units","","","0.90933","0.90396","0.88351","","0.83684","0.82921","0.81376","","0.79786","0.80649","0.79661","","0.79772","0.80389","0.79709","0.7894763157894737"
"IMF.STA:ER(4.0.1)","LIE.XDC_USD.EOP_RT.M","OBS_VALUE","Liechtenstein, Principality of","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","0.91075","0.9019","0.8807","","0.8256","0.824","0.7977","","0.8129","0.8007","0.7961","","0.8017","0.80635","0.7933","0.7673"
"IMF.STA:ER(4.0.1)","LIE.XDC_XDR.PA_RT.M","OBS_VALUE","Liechtenstein, Principality of","Domestic currency per SDR","Period average","Monthly","Units","","","1.183595994286508","1.182295362035093","1.173582110358441","","1.128209291729136","1.121991775293836","1.110429072922843","","1.091959211944843","1.101669479510769","1.092307683993239","","1.088340145331712","1.091159139270787","1.089269184001473","1.081752801821488"
"IMF.STA:ER(4.0.1)","LIE.XDC_XDR.EOP_RT.M","OBS_VALUE","Liechtenstein, Principality of","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","1.187458766529243","1.180590098698851","1.17018195153451","","1.119607920249634","1.117927817680083","1.096042868920033","","1.101406939310838","1.095872037402262","1.091431556232512","","1.089025120795259","1.095480049451818","1.086426583693056","1.060308958525932"
"IMF.STA:ER(4.0.1)","LIE.USD_XDC.EOP_RT.M","OBS_VALUE","Liechtenstein, Principality of","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","1.09799615701345","1.108770373655616","1.135460429204042","","1.211240310077519","1.213592233009709","1.253604111821487","","1.230163611760364","1.24890720619458","1.256123602562492","","1.247349382562056","1.240156259688721","1.26055716626749","1.303271210738955"
"IMF.STA:ER(4.0.1)","CHL.USD_XDC.EOP_RT.M","OBS_VALUE","Chile","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.001012043315453901","0.001051292564207693","0.001056970721911003","","0.001057730955554145","0.001066814598290963","0.001068672921965503","","0.001022421708057705","0.001033613097945177","0.001040322916233199","","0.001063185089892299","0.001067065037614043","0.001097477995566189","0.001164890209097793"
"IMF.STA:ER(4.0.1)","LIE.XDR_XDC.PA_RT.M","OBS_VALUE","Liechtenstein, Principality of","SDR per domestic currency","Period average","Monthly","Units","","","0.8448828864132961","0.8458123343042582","0.8520920617088951","","0.8863603653426417","0.8912721305270818","0.9005527902541543","","0.9157851218810103","0.9077132648206624","0.9154929647150497","","0.9188303898274495","0.9164566047334691","0.9180467185590075","0.9244256158303171"
"IMF.STA:ER(4.0.1)","LIE.USD_XDC.PA_RT.M","OBS_VALUE","Liechtenstein, Principality of","US Dollar per domestic currency","Period average","Monthly","Units","","","1.099710776065895","1.106243639099075","1.131849101877738","","1.19497155967688","1.205967125336163","1.228863546991742","","1.253352718522046","1.239940978809409","1.255319416025408","","1.253572682144111","1.243951286867606","1.254563474638999","1.266662444458518"
"IMF.STA:ER(4.0.1)","LIE.XDR_XDC.EOP_RT.M","OBS_VALUE","Liechtenstein, Principality of","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.8421345045292345","0.847034039250471","0.854567957306688","","0.8931698158914725","0.8945121359223299","0.9123730725836781","","0.9079296346414075","0.9125152991132757","0.9162278608215044","","0.9182524635150303","0.9128418180690771","0.9204487583511913","0.9431213345497193"
"IMF.STA:ER(4.0.1)","BGD.USD_XDC.PA_RT.M","OBS_VALUE","Bangladesh","US Dollar per domestic currency","Period average","Monthly","Units","","","0.008347301903861656","0.00819672131147541","0.00819672131147541","","0.00819672131147541","0.008174024992081413","0.00813853030663476","","0.008199160648887627","0.008215667594089133","0.008214126480961616","","0.0081964164963507","0.008175344795166736","0.008177122531152593","0.008175008057099318"
"IMF.STA:ER(4.0.1)","BGD.XDC_USD.EOP_RT.M","OBS_VALUE","Bangladesh","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","121.925925925926","122","122","","122","122.9","122.775","","122.615","121.64","121.8","","122.29","122.26","122.325","122.35"
"IMF.STA:ER(4.0.1)","BGD.XDC_USD.PA_RT.M","OBS_VALUE","Bangladesh","Domestic currency per US Dollar","Period average","Monthly","Units","","","119.799189189189","122","122","","122","122.33875","122.872307692308","","121.963703703704","121.718653846154","121.741490384615","","122.004537037037","122.319","122.292407407407","122.324038461538"
"IMF.STA:ER(4.0.1)","ISL.XDR_XDC.EOP_RT.M","OBS_VALUE","Iceland","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.005433751328374073","0.005458663808503037","0.005703812050018944","","0.005747922675189024","0.005796005347173075","0.005998516442759416","","0.005940566645202833","0.005956717756399803","0.006014256266490764","","0.005874265879348866","0.005744712401467261","0.00583220447284345","0.005940379248070925"
"IMF.STA:ER(4.0.1)","ISL.XDC_XDR.PA_RT.M","OBS_VALUE","Iceland","Domestic currency per SDR","Period average","Monthly","Units","","","182.8068505516223","183.731466790881","178.5657695956867","","174.6332434782927","174.6548840018247","169.9214801061567","","166.9019952080235","168.0322913794588","167.104423658744","","166.8442675852248","172.3941583556259","173.1162020962207","170.8391395080823"
"IMF.STA:ER(4.0.1)","TUV.XDR_XDC.EOP_RT.M","OBS_VALUE","Tuvalu","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.4774413150000016","0.4747123160000002","0.4726441039999996","","0.4731164816","0.4743834007999988","0.4767089999999997","","0.4774484264000011","0.4776996237999992","0.4815558218000011","","0.4822603813000006","0.4808745309999988","0.4887175055999993","0.5068493627999987"
"IMF.STA:ER(4.0.1)","ISL.XDC_XDR.EOP_RT.M","OBS_VALUE","Iceland","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","184.0349216531459","183.1950153153389","175.3213449585315","","173.9758964254185","172.5326220562817","166.707886782083","","168.3341101488234","167.8776871584382","166.2715979649278","","170.2340378421627","174.073118045838","171.4617525253632","168.3394204713006"
"IMF.STA:ER(4.0.1)","ISL.XDC_USD.EOP_RT.M","OBS_VALUE","Iceland","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","141.15","139.95","131.95","","128.29","127.17","121.33","","124.24","122.66","121.28","","125.32","128.13","125.2","121.82"
"IMF.STA:ER(4.0.1)","ISL.XDC_USD.PA_RT.M","OBS_VALUE","Iceland","Domestic currency per US Dollar","Period average","Monthly","Units","","","140.446363636364","140.4775","134.43","","129.532777777778","129.079","124.524210526316","","121.95","123.01","121.867727272727","","122.291739130435","127.008","126.680526315789","124.680476190476"
"IMF.STA:ER(4.0.1)","MUS.XDC_XDR.PA_RT.M","OBS_VALUE","Mauritius","Domestic currency per SDR","Period average","Monthly","Units","","","61.15473752802441","61.28157717105367","60.67928654787952","","60.92901802816532","62.23163556399974","62.44375953980896","","62.48060702282751","62.72354068300381","62.83432729334074","","62.25758037645728","62.71127982832403","63.22801130650056","63.43892919073676"
"IMF.STA:ER(4.0.1)","MUS.XDC_USD.PA_RT.M","OBS_VALUE","Mauritius","Domestic currency per US Dollar","Period average","Monthly","Units","","","46.9838","46.8547","45.6813","","45.1936","45.9924","45.7609","","45.6526","45.9175","45.8245","","45.6329","46.2013","46.2681","46.2985"
"IMF.STA:ER(4.0.1)","MUS.USD_XDC.PA_RT.M","OBS_VALUE","Mauritius","US Dollar per domestic currency","Period average","Monthly","Units","","","0.02128393190844504","0.02134257609161941","0.02189079557718366","","0.02212702683565815","0.02174272271070873","0.02185271705757535","","0.02190455746222559","0.02177818914357271","0.02182238758742594","","0.02191401379268028","0.02164441260310857","0.02161316328096464","0.02159897188893809"
"IMF.STA:ER(4.0.1)","BGD.XDR_XDC.PA_RT.M","OBS_VALUE","Bangladesh","SDR per domestic currency","Period average","Monthly","Units","","","0.006413043028938414","0.006267053423915387","0.006170752929839558","","0.006079850886338823","0.006041027584100391","0.005964190405150964","","0.005990866914955718","0.006014375346859353","0.005990487288414365","","0.006007722305856909","0.006023024223376485","0.00598373909230834","0.005966220038072133"
"IMF.STA:ER(4.0.1)","NRU.XDR_XDC.EOP_RT.M","OBS_VALUE","Nauru, Republic of","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.4774413150000016","0.4747123160000002","0.4726441039999996","","0.4731164816","0.4743834007999988","0.4767089999999997","","0.4774484264000011","0.4776996237999992","0.4815558218000011","","0.4822603813000006","0.4808745309999988","0.4887175055999993","0.5068493627999987"
"IMF.STA:ER(4.0.1)","NRU.XDC_XDR.EOP_RT.M","OBS_VALUE","Nauru, Republic of","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","2.094498252628172","2.106538984339306","2.115756848624522","","2.113644396023087","2.107999559667566","2.097715797268356","","2.094467055929117","2.093365684580641","2.076602451325608","","2.073568633824656","2.079544528840939","2.046171844759885","1.972972787172265"
"IMF.STA:ER(4.0.1)","ISL.USD_XDC.PA_RT.M","OBS_VALUE","Iceland","US Dollar per domestic currency","Period average","Monthly","Units","","","0.007120155866684772","0.007118577708173907","0.007438815740534107","","0.00772005369726237","0.007747193579125962","0.008030566873488972","","0.008200082000820008","0.008129420372327453","0.008205617864376074","","0.008177167215958972","0.007873519778281683","0.007893873108067152","0.008020501930649406"
"IMF.STA:ER(4.0.1)","NRU.XDC_USD.EOP_RT.M","OBS_VALUE","Nauru, Republic of","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","1.60642570281124","1.60926939169617","1.59235668789809","","1.55860349127182","1.55376009944065","1.52671755725191","","1.54583397743082","1.52951973080453","1.51469251741896","","1.52648450618226","1.53069034134395","1.49409831166891","1.42775556824672"
